个体ID,rho_initial,rho_final,rho_change,rho_change_pct,tau_initial,tau_final,tau_change,tau_change_pct,reward_initial,reward_final,reward_change,reward_change_pct
80,0.02934098433648746,0.0354884544730943,0.0061474701366068425,20.951819700752356,0.9811406135559082,0.8495491147041321,-0.13159149885177612,-13.412093744122403,2.378102540969849,2.501246929168701,0.1231443881988521,5.17826233635118
81,0.03107133771453524,0.034656523939687,0.0035851862251517624,11.538564120059124,0.9628615379333496,0.892227828502655,-0.07063370943069458,-7.335811707911831,2.370872735977173,2.501934766769409,0.13106203079223633,5.528007842994497
82,0.03443368213422455,0.03855940529784994,0.004125723163625389,11.981649675289079,0.9489262104034424,0.8731839656829834,-0.07574224472045898,-7.981889834011083,2.371337890625,2.497147560119629,0.1258096694946289,5.305429900648615
83,0.02844518934517906,0.03553937495258954,0.007094185607410479,24.93984315352365,0.949221968650818,0.8763658404350281,-0.0728561282157899,-7.675352090654242,2.367228507995605,2.500110626220703,0.1328821182250981,5.613404780158419
84,0.02757451919132044,0.03954932485290046,0.011974805661580021,43.42706967434376,0.9828646183013916,0.8557436466217041,-0.1271209716796875,-12.933721421306302,2.357508182525635,2.500012159347534,0.14250397682189897,6.044686414162611
85,0.02849472886924639,0.03009790394111565,0.001603175071869259,5.626216270474934,0.9473430514335632,0.8378031253814697,-0.1095399260520935,-11.562857392190995,2.362446784973145,2.501835823059082,0.13938903808593706,5.900198005413339
86,0.03274620635310622,0.0403459127029873,0.00759970634988108,23.20789855146134,0.9642136693000792,0.849532425403595,-0.11468124389648426,-11.893758359568906,2.363512516021729,2.500394344329834,0.13688182830810502,5.7914577299766075
87,0.03098625332897905,0.03314681689733844,0.0021605635683593916,6.972651857650641,0.9820927381515504,0.8774968981742859,-0.10459583997726452,-10.650301739745064,2.368258476257324,2.496389865875244,0.12813138961791992,5.410363391601253
88,0.02841071938869888,0.03174080212142373,0.003330082732724851,11.721219329805074,0.9829294085502625,0.8986247181892395,-0.08430469036102295,-8.576881475686562,2.365275144577026,2.5034499168396,0.13817477226257413,5.841805448274115
89,0.03153980229934007,0.03486574001598587,0.0033259377166457993,10.545207877588345,0.967906653881073,0.8887010812759399,-0.07920557260513306,-8.183182984385711,2.373108863830566,2.499124526977539,0.1260156631469731,5.310150961366529
90,0.03029123264804412,0.03150889274075523,0.001217660092711112,4.019843321858793,0.9524304270744324,0.9072202444076538,-0.045210182666778564,-4.7468225900394705,2.373537540435791,2.495966196060181,0.12242865562439009,5.158066958650744
91,0.03290593497159867,0.03670681848501266,0.00380088351341399,11.550753736961305,0.9413430094718932,0.9040200114250184,-0.03732299804687478,-3.9648669689291585,2.365941762924194,2.496220588684082,0.13027882575988814,5.506425720253976
92,0.02789384071836794,0.03361206843337872,0.005718227715010776,20.499965468166433,0.9554389119148254,0.9159623980522156,-0.03947651386260986,-4.131767439060414,2.372811555862427,2.496386289596558,0.12357473373413086,5.207945545815421
93,0.02901701356020669,0.03586206531449759,0.006845051754290902,23.589787212554704,0.9799659848213196,0.8458337187767029,-0.1341322660446167,-13.687441005319535,2.37170958518982,2.492993354797364,0.12128376960754439,5.113769846228346
94,0.02882367554060353,0.03206798386748514,0.00324430832688161,11.255706519147413,0.97575181722641,0.8738937973976135,-0.1018580198287965,-10.438926992555292,2.357131481170654,2.498053312301636,0.14092183113098233,5.978530780174996
95,0.02560945515560364,0.0343326912246922,0.00872323606908856,34.06256016024541,0.978737771511078,0.921611785888672,-0.057125985622406006,-5.83669980716172,2.373205900192261,2.501212358474731,0.12800645828246981,5.39382015998273
96,0.03088836083119373,0.03529079530364059,0.004402434472446863,14.25272935817593,0.9675573706626892,0.8703649640083313,-0.09719240665435791,-10.045131131375694,2.374734878540039,2.497580528259277,0.12284564971923784,5.173025874566764
97,0.03078316581653967,0.03443484695335856,0.0036516811368188865,11.86259125712422,0.9474247694015504,0.8674647808074951,-0.07995998859405529,-8.439719033793338,2.360848426818848,2.500065803527832,0.13921737670898393,5.896921425683137
98,0.03001534036992738,0.03977480647511884,0.009759466105191465,32.5149273168648,0.9990985989570618,0.8614914417266846,-0.1376071572303772,-13.773130837539203,2.371553897857666,2.497298955917358,0.12574505805969194,5.302222233839308
99,0.02929623859987456,0.03675743248182435,0.007461193881949792,25.468095013336423,0.9536107182502748,0.8510648012161255,-0.10254591703414928,-10.753435869754574,2.3697829246521,2.505230188369751,0.13544726371765092,5.7155979270774555
